Unnamed: 0,Issuer.Ticker,Issuer.Name,Sales...1.Yr.Growth,Profit.Margin,Return.on.Assets,Offer.Size..M.,Shares.Outstanding..M.,Offer.Price,Offer.To.1st.Close,Market.Cap.at.Offer..M.,Trade.Date..US.,cusip,Cash.Flow.per.Share,Instit.Owner....Shares.Out.,Instit.Owner..Shares.Held.,Month.Date,Month.of.Quarter,Real.GDP.Per.Capita,OECD.Leading.Indicator,Interest.Rate,Seasonally.Adjusted.Unemployment.Rate,CPI.Growth.Rate,Filing.Term.Price.Range,Priced.Range,Industry.Sector,Industry.Group,Industry.Subgroup,Underpriced,price_1yr,X1_year_return,X1_year_up,actual_date_1yr,days_from_ipo,status,1_Year_excess_return,1_day_excess_return
478,LPSN,LivePerson Inc,28.1,-26.6,-21.6,32.0,29.3399,8.0,18.75,234.72,4/7/00,538146101,0.0466482,96.8037,72920300.0,4/1/00,4/1/00,46704,100.9656912,5.5,3.86810754,0.058411215,10-Oct,Priced Below Range,1,5,81,1,0.41,-94.88,0,2001-04-09,367,success,-70.8149727453684,17.7502257756455
479,LQ,La Quinta Holdings Inc,-2.5,15.5,4.6,747.787,123.66,17.0,0.705882371,2102.22,4/9/14,50420D108,3.1,0.272246,159599.0,4/1/14,4/1/14,52840,100.7244786,0.75,6.336592395,0.329675445,18 - 21,Priced Below Range,5,11,125,1,23.17,36.29,1,2015-04-09,365,success,25.0880940961355,-0.385938911630856
480,LQDA,Liquidia Corp,1637.8,-269.0,-36.3,53.1641,15.4024,11.0,0.909090936,169.426,7/26/18,53635D202,-0.6,50.4493,32537300.0,7/1/18,7/1/18,56831,100.5899154,2.5,3.862981324,0.006746326,12-Oct,Priced Within Range,0,21,29,1,7.36,-33.09,0,2019-07-26,365,success,-38.948449322505,1.21232054011388
481,LQDT,Liquidity Services Inc,25.0,19.7,24.8,88.4046,27.3296,10.0,22.89999962,273.3,2/23/06,53635B107,1.9,69.4165,24701500.0,2/1/06,1/1/06,51200,101.1704712,5.5,4.870275357,0.201714574,11-Sep,Priced Within Range,4,8,138,1,19.36,93.6,1,2007-02-23,365,success,80.5085828516802,23.2775132030408
482,LQMT,Liquidmetal Technologies Inc,-18.0,-416.4,-9.3,78.4351,40.7642,15.0,0.200000003,611.46,5/22/02,53634X100,-0.0029854,1.57518,14448900.0,5/1/02,4/1/02,46866,99.45832738,1.25,5.85679877,0.0,15 - 17,Priced Within Range,6,56,216,1,6.96,-53.6,0,2003-05-22,365,success,-38.2881239353212,-0.368583077672935
483,LRN,Stride Inc,9.7,6.3,5.6,124.2,27.2082,18.0,36.38888931,489.75,12/13/07,86333M108,4.9,120.008,51641300.0,12/1/07,10/1/07,52066,101.4058565,4.75,5.050630757,-0.067086313,16 - 18,Priced Within Range,0,7,79,1,18.25,1.39,1,2008-12-12,365,success,40.9738532623061,36.266456894766
484,LSF,Laird Superfood Inc,41.5,-64.8,-48.9,67.045,8.7735,22.0,85.45454407,193.017,9/23/20,50736T102,-2.4,10.933,1008310.0,9/1/20,7/1/20,56484,98.66695103,0.25,8.083785823,0.139274694,21 - 22,Priced Within Range,0,10,53,1,19.08,-13.27,0,2021-09-23,365,success,-47.7864553316991,87.8266895649508
485,LTRX,Lantronix Inc,81.3,-4.1,-5.1,60.0,38.7744,10.0,-20.0,387.744,8/4/00,516548203,-0.2,41.9954,15219100.0,8/1/00,7/1/00,46624,100.3264793,6.0,4.15367782,0.0,14 - 16,Priced Below Range,4,23,77,0,48.6,386.0,1,2001-08-06,367,success,402.554452028504,-20.7139116166487
486,LUNA,Luna Innovations Inc,48.0,1.5,6.7,21.0,9.9863,6.0,0.0,59.92,6/2/06,550351100,0.1,52.8146,17408600.0,6/1/06,4/1/06,51210,101.0698362,6.25,4.703669147,0.197530864,8-Jun,Priced Within Range,4,23,217,0,3.84,-36.0,0,2007-06-04,367,success,-55.2606853321326,-0.195223656667309
487,LUNG,Pulmonx Corp,47.9,-100.5,-23.2,218.5,35.4254,19.0,106.8947372,673.083,10/1/20,745848101,-1.1,106.398,39802800.0,10/1/20,10/1/20,57005,98.98453016,0.25,7.145794405,0.041493776,17 - 18,Priced Above Range,0,22,78,1,38.0,100.0,1,2021-10-01,365,success,71.0524166523993,106.36544641796
488,LVO,LiveOne Inc,79.3,-37.5,-41.8,21.8408,50.1109,4.0,0.0,200.444,12/22/17,53814X102,-0.1,24.137,21134200.0,12/1/17,10/1/17,55877,100.3962325,2.0,4.150219646,-0.058783228,14-Dec,Priced Below Range,4,8,159,0,43.8,995.0,1,2018-12-24,367,success,1004.9398496744,0.0458166473157662
489,LVS,Las Vegas Sands Corp,44.0,-22.7,9.0,794.048,350.589,29.0,60.55172348,10167.1,12/15/04,517834107,-0.3,42.7873,326966000.0,12/1/04,10/1/04,49623,100.4972747,3.25,5.46561248,-0.366492147,24 - 26,Priced Above Range,5,11,12,1,24.85,-14.32,0,2005-12-15,365,success,-18.8575447297787,60.3572740134743
490,LXRX,Lexicon Pharmaceuticals Inc,-98.7,-29448.9,-68.1,220.0,47.5151,22.0,-14.77272701,1045.33,4/7/00,528872302,-0.6,82.6736,156026000.0,4/1/00,4/1/00,46704,100.9656912,5.5,3.86810754,0.058411215,22 - 24,Priced Within Range,0,21,29,0,46.2,110.0,1,2001-04-09,367,success,134.065027254632,-15.7725012343545
491,LYFT,Lyft Inc,35.6,-31.4,-26.6,2340.0,273.098,72.0,8.736110687,19663.0,3/29/19,55087P104,-0.3,85.9084,302683000.0,3/1/19,1/1/19,57100,99.65446855,3.0,3.861910727,0.564135836,70 - 72,Priced Within Range,4,8,9,1,26.92,-62.61,0,2020-03-30,367,success,-55.4010724998325,8.06268268294654
492,MA,Mastercard Inc,23.4,46.0,26.8,2579.26,75.0178,39.0,17.94871712,2925.69,5/24/06,57636Q104,9.5,92.9184,886258000.0,5/1/06,4/1/06,51210,101.1215791,6.0,4.71660949,0.496277916,40 - 43,Priced Below Range,3,26,109,1,12.67,-67.5,0,2007-05-24,365,success,-88.4531527300589,17.7903515507819
493,MAIN,Main Street Capital Corp,29.8,114.4,7.4,64.5,8.82673,15.0,0.0,132.4,10/5/07,56035L104,-7.4,20.4997,15836800.0,10/1/07,10/1/07,52066,101.6347884,5.0,4.768472729,0.213919133,15 - 15,Priced Within Range,3,24,37,0,2.94,-80.4,0,2008-10-06,367,success,-51.9387267074883,-0.956029162132821
494,MASI,Masimo Corp,8.3,18.5,8.2,232.97,54.6043,17.0,22.94117737,928.27,8/8/07,574795100,4.8,98.9578,52016800.0,8/1/07,7/1/07,51882,101.8469871,5.75,4.675485691,-0.183390223,16 - 18,Priced Within Range,0,22,61,1,34.72,104.23,1,2008-08-07,365,success,118.427756674153,21.5339931869985
495,MASS,908 Devices Inc,56.9,-52.5,-12.6,149.5,27.1758,20.0,145.0,543.516,12/18/20,65443P102,-1.0,91.4655,29004900.0,12/1/20,10/1/20,57005,99.71018332,0.25,6.897872332,0.094147847,18 - 19,Priced Above Range,8,32,55,1,25.56,27.8,1,2021-12-20,367,success,1.93982189197321,145.351111841305
496,MAX,MediaAlpha Inc,10.3,-0.8,-12.7,202.113,33.2056,19.0,67.68421173,630.906,10/28/20,58450V104,0.7,63.286,27282600.0,10/1/20,10/1/20,57005,98.98453016,0.25,7.145794405,0.041493776,18 - 20,Priced Within Range,4,8,9,1,17.25,-9.21,0,2021-10-28,365,success,-49.0677817519633,71.212999625041
497,MBIN,Merchants Bancorp/IN,14.3,52.1,1.9,115.0,28.6852,16.0,5.0,458.963,10/27/17,58844R108,-1.1,24.7357,10663400.0,10/1/17,10/1/17,55877,100.2302312,1.75,4.165125132,-0.06320421,17 - 19,Priced Below Range,3,9,44,1,13.59,-15.08,0,2018-10-29,367,success,-19.9035807909109,4.19269775069692
498,MBUU,Malibu Boats Inc,31.1,12.9,20.8,100.0,10.1556,14.0,26.7857151,142.18,1/31/14,56117J100,7.9,114.903,23377400.0,1/1/14,1/1/14,52266,100.6279112,0.75,6.630940345,0.372024767,13 - 15,Priced Within Range,5,12,156,1,22.0,57.14,1,2015-02-02,367,success,43.7516135200999,27.4322450316936
499,MC,Moelis & Co,63.3,23.7,17.7,186.875,15.2637,25.0,4.599999905,381.59,4/16/14,60786M105,14.8,104.175,66636400.0,4/1/14,4/1/14,52840,100.7244786,0.75,6.336592395,0.329675445,26 - 29,Priced Below Range,3,26,76,1,13.71,-45.16,0,2015-04-16,365,success,-58.279180816281,3.55115080138684
500,MCB,Metropolitan Bank Holding Corp,23.0,33.5,1.3,124.775,8.198,35.0,6.314285755,286.93,11/8/17,591774104,3.8,86.8381,9492880.0,11/1/17,10/1/17,55877,100.3158857,1.75,4.25663681,0.002432469,31 - 34,Priced Above Range,3,9,10,1,39.42,12.63,1,2018-11-08,365,success,6.4215773609165,6.16992026406065
501,MCBS,Metrocity Bankshares Inc,35.9,44.7,2.2,29.2073,25.5299,13.5,-100.0,344.654,10/3/19,59165J105,2.5,18.2205,4611390.0,10/1/19,10/1/19,58017,99.278352,2.25,3.640738145,0.228619055,14.50 - 16.50,Priced Below Range,3,9,91,0,11.59,-14.15,0,2020-10-02,365,success,-29.6920007072057,-100.0
502,MCFT,MasterCraft Boat Holdings Inc,34.6,8.2,20.3,104.731,17.2104,15.0,6.133333206,258.156,7/17/15,57637H103,3.9,105.053,18704000.0,7/1/15,7/1/15,54081,99.98278579,0.75,5.338603251,0.006704716,13 - 15,Priced Within Range,5,12,156,1,11.28,-24.8,0,2016-07-18,367,success,-26.5450113261841,6.02271488379076
503,MCHX,Marchex Inc,4.4,-8.2,-10.3,29.9,12.2916,6.5,36.61538315,79.9,3/31/04,56624R108,-0.1,68.7835,26001600.0,3/1/04,1/1/04,48633,101.0054486,2.0,5.860438928,0.644468314,7-Jun,Priced Within Range,4,19,26,1,13.8,112.37,1,2005-03-31,365,success,107.468598404246,36.6854842147737
504,MDB,MongoDB Inc,48.0,-35.1,-15.2,220.8,9.2682,24.0,33.625,1204.04,10/19/17,60937P106,0.1,103.028,70787800.0,10/1/17,10/1/17,55877,100.2302312,1.75,4.165125132,-0.06320421,20 - 22,Priced Above Range,1,5,82,1,65.04,171.0,1,2018-10-19,365,success,161.355183109634,33.5922002062766
505,MDLM,Medley Management Inc,-31.9,-8.0,-6.3,108.0,6.0,18.0,-8.888889313,0.0,9/24/14,58503T205,-0.4,6.02147,183364.0,9/1/14,7/1/14,53340,100.8454243,0.75,6.060002734,0.075256882,20 - 22,Priced Below Range,3,26,39,0,44.02,144.56,1,2015-09-24,365,success,147.340366193145,-9.6721384464522
506,MDLZ,Mondelez International Inc,8.0,14.9,4.6,8680.0,1735.0,31.0,0.806451619,53785.0,6/13/01,609207105,2.9,82.2549,1123290000.0,6/1/01,4/1/01,46698,98.37369592,3.47,4.600539781,0.16882386,30 - 31,Priced Within Range,0,10,108,1,15.9,-48.72,0,2002-06-13,365,success,-32.1744188167736,1.9411412931112
507,MEC,Mayville Engineering Co Inc,27.1,-1.6,0.6,106.25,19.6935,17.0,-3.117647171,334.789,5/9/19,578605107,0.7,49.0828,9901340.0,5/1/19,4/1/19,57418,99.50838434,3.0,3.645931768,0.212875859,19 - 21,Priced Below Range,8,50,119,0,6.13,-63.94,0,2020-05-08,365,success,-63.1631896797572,-2.81550468273254
508,MEDP,Medpace Holdings Inc,23.3,15.9,15.6,185.15,40.6921,23.0,20.82608604,935.918,8/11/16,58506Q109,7.3,109.2,33961200.0,8/1/16,7/1/16,54549,99.24735392,1.0,4.938698083,0.091843011,20 - 23,Priced Within Range,0,0,0,1,30.83,34.04,1,2017-08-11,365,success,20.853464429005,20.3526272308423
509,MEG,Montrose Environmental Group I,66.4,-4.6,-1.9,172.5,21.832,15.0,46.66666794,327.48,7/23/20,615111101,1.4,111.644,33171200.0,7/1/20,7/1/20,56484,97.81746245,0.25,9.875006693,0.50582435,15 - 17,Priced Within Range,8,33,134,1,50.32,235.47,1,2021-07-23,365,success,200.762086945385,47.8986539398902
510,MESA,Mesa Air Group Inc,-7.6,3.2,-5.2,131.694,35.9251,12.0,-2.083333254,422.413,8/10/18,590479135,3.7,41.1313,14928700.0,8/1/18,7/1/18,56831,100.5227439,2.5,3.835982303,0.055554233,14 - 16,Priced Below Range,5,37,67,0,5.84,-51.33,0,2019-08-12,367,success,-54.3431110277204,-1.37194445659055
511,MET,MetLife Inc,4.7,9.2,0.3,2878.5,831.0,14.25,8.771929741,11841.8,4/4/00,59156R108,14.6,101.795,798688000.0,4/1/00,4/1/00,46704,100.9656912,5.5,3.86810754,0.058411215,13 - 15,Priced Within Range,3,18,190,1,14.53,1.94,1,2001-04-04,365,success,25.2793314958465,9.5182919671031
512,META,Meta Platforms Inc,37.1,33.3,16.5,16006.9,2138.08,38.0,0.610032916,81247.2,5/18/12,30303M102,20.4,77.8534,1750670000.0,5/1/12,4/1/12,51702,99.83138197,0.75,8.313429668,-0.117347937,34 - 38,Priced Within Range,4,8,167,1,25.6,-32.63,0,2013-05-20,367,success,-61.2791929022302,1.3488105711367
513,METC,Ramaco Resources Inc,67.7,14.0,27.2,81.0,39.0626,13.5,0.370370358,527.345,2/3/17,75134P303,1.2,63.2938,27926300.0,2/1/17,1/1/17,54866,99.82153744,1.25,4.66429894,0.314611739,15-Dec,Priced Within Range,2,35,62,1,5.87,-56.54,0,2018-02-05,367,success,-79.3725720072693,-0.356105442164583
514,MG,Mistras Group Inc,14.2,0.5,0.6,125.0,26.4588,12.5,0.639999986,330.74,10/8/09,60649T107,1.4,57.4815,17184400.0,10/1/09,10/1/09,49886,98.18717138,0.5,10.18384358,0.096310119,14 - 16,Priced Below Range,8,32,55,1,11.25,-10.0,0,2010-10-08,365,success,-18.8683028094061,-0.106990721906337
515,MGNI,Magnite Inc,111.3,0.0138766,-3.6,116.799,35.7393,15.0,33.93333435,536.09,4/2/14,55955D100,1.0,70.0844,93481900.0,4/1/14,4/1/14,52840,100.7244786,0.75,6.336592395,0.329675445,15 - 17,Priced Within Range,4,8,219,1,17.31,15.4,1,2015-04-02,365,success,6.03991396934903,33.6480017126939
516,MGNX,MacroGenics Inc,-26.1,-260.9,-64.8,92.0,24.7717,16.0,56.1875,396.35,10/10/13,556099109,-2.4,132.218,81281300.0,10/1/13,10/1/13,52544,100.65078,0.75,7.416395048,-0.257528326,16 - 16,Priced Within Range,0,21,29,1,18.12,13.25,1,2014-10-10,365,success,-3.07615365881087,54.0044503455646
517,MGTX,MeiraGTx Holdings plc,142.2,-211.0,-34.8,75.0,27.1841,15.0,0.0,407.762,6/8/18,N.A.,-0.2,69.2061,30952900.0,6/1/18,4/1/18,56512,100.6340823,2.5,4.03458096,0.15938757,14 - 16,Priced Within Range,0,21,29,0,20.93,39.53,1,2019-06-10,367,success,36.1363677608429,-0.312590435005777
518,MKTX,MarketAxess Holdings Inc,1.4,36.9,15.3,63.25,22.8158,11.0,59.0,250.97,11/5/04,57060D108,7.5,115.757,43567400.0,11/1/04,10/1/04,49623,100.5102549,3.0,5.46304261,0.052383447,8.50 - 10.50,Priced Above Range,0,7,115,1,10.47,-4.85,0,2005-11-07,367,success,-9.01662786443518,58.6126266642372
519,MMI,Marcus & Millichap Inc,80.8,10.9,19.1,82.8,36.6009,12.0,11.83333302,439.21,10/31/13,566324109,6.4,101.53,39968100.0,10/1/13,10/1/13,52544,100.65078,0.75,7.416395048,-0.257528326,14 - 16,Priced Below Range,3,34,130,1,28.75,139.61,1,2014-10-31,365,success,126.757460064245,12.2172711689061
520,MMLP,Martin Midstream Partners LP,31.2,-0.0239112,3.6,55.1,3.335,19.0,-6.842105389,55.1,11/1/02,573331105,0.9,54.2205,21065100.0,11/1/02,10/1/02,46883,98.17044497,0.83,5.99851499,0.0,19 - 21,Priced Within Range,2,2,2,0,5.35,-71.85,0,2003-11-03,367,success,-88.0527077157037,-8.55814720978982
521,MNKD,MannKind Corp,15.8,-107.2,-36.6,91.7994,32.3915,14.0,0.571428597,453.48,7/28/04,56400P706,-0.2,46.4735,122316000.0,7/1/04,7/1/04,49243,100.8035013,2.25,5.557144436,-0.158144439,13 - 15,Priced Within Range,0,13,65,1,43.95,213.93,1,2005-07-28,365,success,201.73285373343,0.517530912088647
522,MODV,ModivCare Inc,46.3,-0.3,-2.7,59.34,7.70134,12.0,16.66666603,92.42,8/19/03,60783X104,13.2,114.458,16182400.0,8/1/03,7/1/03,48012,99.24404837,2.0,6.125750534,0.380641653,12-Oct,Priced Within Range,0,0,35,1,16.21,35.08,1,2004-08-18,365,success,27.1626071831023,16.405599570162
523,MOH,Molina Healthcare Inc,42.9,2.3,7.0,132.825,25.3988,17.5,14.28571415,444.48,7/2/03,60855R100,36.6,117.062,68364400.0,7/1/03,7/1/03,48012,98.90589371,2.0,6.179810938,0.108873163,16 - 18,Priced Within Range,0,0,142,1,25.25,44.3,1,2004-07-01,365,success,29.4984939874214,13.1221429496723
524,MORN,Morningstar Inc,22.3,11.3,4.0,161.956,38.4466,18.5,8.378377914,711.26,5/3/05,617700109,10.4,62.6946,26611500.0,5/1/05,4/1/05,50204,100.2702497,4.0,5.200249935,-0.102774923,16 - 19,Priced Within Range,0,7,115,1,38.09,105.87,1,2006-05-03,365,success,93.4670020287571,8.46356325603871
525,MPLX,MPLX LP,32.4,30.6,11.0,437.69,39.5465,22.0,23.63636398,870.02,10/26/12,55336V100,4.7,25.3689,254512000.0,10/1/12,10/1/12,51634,99.71850812,0.75,8.014015423,-0.038892514,19 - 21,Priced Above Range,2,2,2,1,15.11,-31.34,0,2013-10-28,367,success,-56.1406330745197,23.7092622029729
526,MPW,Medical Properties Trust Inc,23.6,42.4,6.4,145.812,37.6359,10.5,4.761904716,395.18,7/7/05,58463J304,1.3,91.8428,549220000.0,7/1/05,7/1/05,50470,100.3384397,4.25,5.02888944,0.462724936,12-Oct,Priced Within Range,3,3,136,1,2.59,-75.3,0,2006-07-07,365,success,-81.3974929921339,4.51669958899186
527,MPWR,Monolithic Power Systems Inc,43.0,20.0,22.8,53.4295,26.684,8.5,15.76470566,226.81,11/19/04,609839105,6.9,104.035,48836300.0,11/1/04,10/1/04,49623,100.5102549,3.0,5.46304261,0.052383447,9-Jul,Priced Within Range,1,4,4,1,11.45,34.69,1,2005-11-21,367,success,29.4889475905841,16.8808462922581
528,MRAM,Everspin Technologies Inc,31.2,7.8,20.2,40.0,12.492,8.0,0.25,99.936,10/7/16,30041T104,0.4,51.1515,10405500.0,10/1/16,10/1/16,54714,99.43029734,1.0,4.98714224,0.124674851,8-Aug,Priced Within Range,1,1,1,1,12.66,58.25,1,2017-10-09,367,success,39.7551919057323,0.575348368171074
529,MRBK,Meridian Corp,6.6,23.5,1.3,39.9993,0.0,17.0,7.352941036,0.0,11/7/17,58958P104,27.4,57.3177,3324730.0,11/1/17,10/1/17,55877,100.3158857,1.75,4.25663681,0.002432469,17 - 19,Priced Within Range,3,9,10,1,6.61,-61.14,0,2018-11-07,365,success,-66.8401425168743,7.37185131924033
530,MRC,MRC Global Inc,4.1,-0.5,2.7,477.273,101.487,21.0,0.190476194,2131.23,4/12/12,55345K103,0.6,100.883,84346600.0,4/1/12,4/1/12,51702,99.90659148,0.75,8.305796918,0.30210295,21 - 23,Priced Within Range,5,58,197,1,30.65,45.95,1,2013-04-12,365,success,31.4440624377,-1.18746256128025
531,MRCC,Monroe Capital Corp,-12.5,60.3,1.3,86.25,5.0001,15.0,1.666666627,75.0,10/25/12,610335101,0.9,20.0262,4338940.0,10/1/12,10/1/12,51634,99.71850812,0.75,8.014015423,-0.038892514,15 - 15,Priced Within Range,3,24,37,1,3.48,-76.8,0,2013-10-25,365,success,-100.0,1.36711234128571
532,MRNA,Moderna Inc,2199.1,66.0,50.0,604.348,324.411,23.0,-19.13043404,7461.45,12/7/18,60770K107,33.8,72.3472,277944000.0,12/1/18,10/1/18,56851,99.94885468,3.0,3.955038353,-0.319396282,22 - 24,Priced Within Range,0,21,29,0,18.78,-18.35,0,2019-12-09,367,success,-36.7448015119956,-16.7984221650511
533,MRVI,Maravai LifeSciences Holdings,181.3,22.7,11.5,1863.0,90.3798,27.0,10.55555534,2440.25,11/20/20,56600D107,3.2,101.206,133126000.0,11/1/20,10/1/20,57005,99.33764341,0.25,6.992358599,-0.061062722,24 - 27,Priced Within Range,0,21,29,1,37.55,39.07,1,2021-11-22,367,success,6.82862007381892,11.2348116280638
534,MSBI,Midland States Bancorp Inc,0.5,29.3,1.2,92.0612,15.3948,22.0,-0.454545468,326.678,5/24/16,597742105,14.8,63.2499,14009500.0,5/1/16,4/1/16,54334,99.17131936,1.0,4.882282302,0.4045791,22 - 24,Priced Within Range,3,9,44,0,23.74,7.93,1,2017-05-24,365,success,-7.38554733311307,-1.82268375955809
535,MSCI,MSCI Inc,20.5,35.5,17.1,289.8,16.1,18.0,38.72222137,289.8,11/15/07,55354G100,11.3,97.5423,77993000.0,11/1/07,10/1/07,52066,101.5178052,5.0,4.772251125,0.593961787,16 - 18,Priced Within Range,1,5,223,1,12.34,-31.43,0,2008-11-14,365,success,9.83727259730934,40.0434641844913
536,MSVB,Mid-Southern Bancorp Inc,5.8,19.7,0.7,25.599,0.0,10.0,13.3748188,0.0,7/12/18,59548Q107,0.8,24.1855,694023.0,7/1/18,7/1/18,56831,100.5899154,2.5,3.862981324,0.006746326,10-Oct,Priced Within Range,3,9,44,1,11.72,17.23,1,2019-07-12,365,success,10.0248900868028,12.4999145518324
537,MTDR,Matador Resources Co,83.6,35.6,25.3,178.596,56.2699,12.0,-2.083333254,675.24,2/2/12,576485205,9.0,96.3733,113876000.0,2/1/12,1/1/12,51559,99.86369756,0.75,8.372612628,0.440297355,14 - 16,Priced Below Range,2,28,43,0,7.38,-38.51,0,2013-02-01,365,success,-52.6649858532791,-2.19284794236975
538,MTGE,MTGE Investment Corp,109.4,68.8,1.1,160.0,10.0061,20.0,-7.949999809,200.12,8/4/11,55378A105,2.1,0.344548,157795.0,8/1/11,7/1/11,50769,99.28895922,0.75,9.108064643,0.27575889,20 - 20,Priced Within Range,3,3,6,0,11.71,-41.45,0,2012-08-03,365,success,-56.0533154637471,-3.16795515232838
539,MTSI,MACOM Technology Solutions Hol,11.2,65.1,32.5,131.1,45.2597,19.0,8.157895088,859.93,3/15/12,55405Y100,2.5,79.7096,56329500.0,3/1/12,1/1/12,51559,99.92363477,0.75,8.317498152,0.759455862,17 - 19,Priced Within Range,1,4,4,1,16.27,-14.37,0,2013-03-15,365,success,-25.6419219809826,7.56117514459185
540,MULE,MuleSoft Inc,57.9,-26.9,-23.0,254.15,14.95,17.0,45.58823395,2141.86,3/17/17,625207105,0.0185586,0.100727,95103.0,3/1/17,1/1/17,54866,99.85631202,1.5,4.473768194,0.081279787,14 - 16,Priced Above Range,1,5,81,1,33.03,94.29,1,2018-03-19,367,success,78.7710226847472,45.7196654373634
541,MWA,Mueller Water Products Inc,12.2,6.1,5.0,460.0,28.75,16.0,4.6875,460.0,5/26/06,624758108,0.3,111.882,174361000.0,5/1/06,4/1/06,51210,101.1215791,6.0,4.71660949,0.496277916,16 - 18,Priced Within Range,8,36,206,1,12.44,-22.27,0,2007-05-29,368,success,-40.6716013422897,4.11556635571277
542,MXL,MaxLinear Inc,86.4,4.7,10.9,103.75,30.4111,14.0,33.57143021,425.76,3/24/10,57776J100,2.2,94.2085,74015800.0,3/1/10,1/1/10,50036,99.66080144,0.75,10.04712856,0.410628354,13-Nov,Priced Above Range,1,4,224,1,8.15,-41.79,0,2011-03-24,365,success,-52.9793293978784,34.1207606100523
543,MYFW,First Western Financial Inc,-2.3,21.3,0.7,43.1547,7.54,19.0,3.684210539,143.26,7/19/18,33751L105,20.7,61.7482,5861140.0,7/1/18,7/1/18,56831,100.5899154,2.5,3.862981324,0.006746326,19 - 21,Priced Within Range,3,26,39,1,13.41,-29.42,0,2019-07-19,365,success,-36.2169619317486,4.07950985273906
544,NBHC,National Bank Holdings Corp,-13.1,31.4,1.0,158.283,46.232,19.25,1.818181872,889.97,9/20/12,633707104,5.8,90.1589,33894600.0,9/1/12,7/1/12,51684,99.65527109,0.75,7.942766623,0.446221227,20 - 22,Priced Below Range,3,9,203,1,16.56,-13.96,0,2013-09-20,365,success,-31.0562720536324,1.87225524207659
545,NCLH,Norwegian Cruise Line Holdings,-49.3,-695.4,-17.8,514.117,203.997,19.0,30.47368431,3875.94,1/18/13,N.A.,-6.7,58.7945,247758000.0,1/1/13,1/1/13,51998,100.0401909,0.75,8.002806341,0.295730419,16 - 18,Priced Above Range,5,12,225,1,36.22,90.63,1,2014-01-21,368,success,66.4096175019801,30.133357274415
546,NCMI,National CineMedia Inc,26.7,-42.5,-3.2,882.0,38.0,21.0,22.23809433,798.0,2/7/07,635309107,-1.1,38.8796,31881300.0,2/1/07,1/1/07,51492,101.6073514,6.25,4.611606375,0.535036756,18 - 20,Priced Above Range,4,19,26,1,82.24,291.63,1,2008-02-07,365,success,299.449202730732,22.0985901863536
547,NDLS,Noodles & Co,20.7,0.7,-2.6,110.892,28.5961,18.0,104.1666641,514.73,6/28/13,65540B105,0.8,87.5346,40287400.0,6/1/13,4/1/13,51982,100.5692261,0.75,7.657716977,0.239970809,15 - 17,Priced Above Range,5,17,33,1,34.39,91.06,1,2014-06-30,367,success,69.2120073919813,104.595620349082
548,NET,Cloudflare Inc,52.2,-39.6,-9.3,603.75,86.6107,15.0,20.0,1299.16,9/13/19,18915M107,0.2,101.397,288660000.0,9/1/19,7/1/19,57845,99.2709694,2.5,3.572134909,0.078344858,14-Dec,Priced Above Range,1,5,82,1,34.83,132.2,1,2020-09-14,367,success,121.167175530772,20.0724414102593
549,NFLX,Netflix Inc,18.8,17.2,11.1,94.875,20.6481,15.0,11.66666698,309.72,5/22/02,64110L106,0.8,89.1749,396847000.0,5/1/02,4/1/02,46866,99.45832738,1.25,5.85679877,0.0,13 - 15,Priced Within Range,4,8,167,1,1.61,-89.24,0,2003-05-22,365,success,-73.9281239353212,11.0980838993271
550,NGL,NGL Energy Partners LP,52.0,-2.3,-0.4,84.525,9.039,21.0,-0.095238097,189.82,5/12/11,62913M107,1.5,26.6829,34873400.0,5/1/11,4/1/11,50897,100.0117096,0.75,9.203184599,0.470418753,19 - 21,Priced Within Range,2,2,2,0,8.69,-58.64,0,2012-05-11,365,success,-59.0796939083138,-0.584781806421136
551,NGVC,Natural Grocers by Vitamin Cot,1.8,1.9,4.0,107.144,21.803,15.0,19.06666756,327.05,7/25/12,63888U108,2.3,41.3616,9384530.0,7/1/12,7/1/12,51684,99.65778342,0.75,8.233350624,-0.162978586,13 - 15,Priced Within Range,0,10,53,1,25.88,72.51,1,2013-07-25,365,success,46.1730080911397,19.098053709807
552,NINE,Nine Energy Service Inc,12.4,-18.4,-2.3,185.15,24.2374,23.0,13.47826099,557.46,1/19/18,65441V101,-1.3,54.9338,18249700.0,1/1/18,1/1/18,56195,100.4818485,2.0,4.134060502,0.544774545,20 - 23,Priced Within Range,2,29,46,1,24.29,5.61,1,2019-01-22,368,success,11.8136111788859,13.0397374619167
553,NLST,Netlist Inc,201.3,3.3,-34.4,50.3125,20.4817,7.0,15.71428585,143.37,11/30/06,64118P109,0.0275334,2.00619,4656300.0,11/1/06,10/1/06,51455,101.2916395,6.25,4.568466443,-0.148662042,9-Jul,Priced Within Range,1,1,1,1,2.38,-66.0,0,2007-11-30,365,success,-70.9327778037998,15.6321106837643
554,NMFC,New Mountain Finance Corp,-1.0,74.3,3.4,100.0,11.5978,13.75,-5.454545498,159.47,5/20/11,647551100,-0.2,37.1564,37504600.0,5/1/11,4/1/11,50897,100.0117096,0.75,9.203184599,0.470418753,14 - 15,Priced Below Range,3,24,37,0,3.3,-75.98,0,2012-05-21,367,success,-73.8491461914069,-4.6857187501198
